10.000000 3586.785290
20.000000 3586.785262
30.000000 3586.785036
40.000000 3586.784325
50.000000 3586.783086
60.000000 3586.781582
70.000000 3586.780277
80.000000 3586.779744
90.000000 3586.780598
100.000000 3586.783468
110.000000 3586.788966
120.000000 3586.797680
130.000000 3586.810161
140.000000 3586.826926
150.000000 3586.848450
160.000000 3586.875167
170.000000 3586.907470
180.000000 3586.945713
190.000000 3586.990207
200.000000 3587.041224
210.000000 3587.098996
220.000000 3587.163718
230.000000 3587.235547
240.000000 3587.314606
250.000000 3587.400983
260.000000 3587.494736
270.000000 3587.595895
280.000000 3587.704462
290.000000 3587.820414
300.000000 3587.943708
