10.000000 437.669156
20.000000 437.669141
30.000000 437.669047
40.000000 437.668764
50.000000 437.668206
60.000000 437.667339
70.000000 437.666169
80.000000 437.664733
90.000000 437.663086
100.000000 437.661297
110.000000 437.659437
120.000000 437.657581
130.000000 437.655801
140.000000 437.654168
150.000000 437.652746
160.000000 437.651597
170.000000 437.650780
180.000000 437.650347
190.000000 437.650347
200.000000 437.650825
210.000000 437.651821
220.000000 437.653372
230.000000 437.655509
240.000000 437.658261
250.000000 437.661651
260.000000 437.665700
270.000000 437.670423
280.000000 437.675833
290.000000 437.681940
300.000000 437.688749
