0002	4.203188e-08	3.623367e-06	6.908324e-06
0003	7.174574e-07	5.271577e-06	9.202891e-06
0006	4.171684e-08	3.207120e-06	6.010991e-06
0007	-1.921340e-07	2.822359e-06	5.777040e-06
0008	3.146518e-07	3.804258e-06	7.047213e-06
0009	3.802007e-07	3.938330e-06	6.916047e-06
0011	1.415555e-07	3.851299e-06	6.998155e-06
0016	4.498160e-07	4.033678e-06	7.067549e-06
0019	2.105258e-07	3.874024e-06	7.188292e-06
0020	8.153557e-08	3.759084e-06	6.833265e-06
0024	4.825745e-08	3.575480e-06	6.889642e-06
0029	3.717240e-08	3.657810e-06	7.185546e-06
0030	2.797492e-07	4.762471e-06	8.935638e-06
0033	1.987796e-07	4.731201e-06	9.011543e-06
0035	4.250473e-08	3.564339e-06	7.149720e-06
0037	-1.900449e-07	3.873713e-06	7.699753e-06
0038	3.563982e-07	3.972963e-06	6.940271e-06
0041	1.842909e-08	3.438072e-06	7.048875e-06
0130	-2.531902e-07	2.481307e-06	5.364372e-06
0237	1.635349e-07	4.501353e-06	8.875177e-06
0276	-2.441649e-07	2.626610e-06	5.640924e-06
0279	-9.411074e-08	3.404262e-06	6.676485e-06
0386	7.135043e-08	3.904482e-06	7.700389e-06
0452	-1.968195e-07	2.341287e-06	4.680080e-06
0519	1.765581e-08	3.622443e-06	7.222481e-06
0699	5.017352e-07	4.753790e-06	9.093491e-06
0833	-3.744340e-08	2.352605e-06	4.363711e-06
0895	1.320181e-07	4.758129e-06	9.129413e-06
0905	2.565314e-07	4.812483e-06	8.942699e-06
0949	-9.144127e-08	3.283791e-06	6.656358e-06
0954	-1.814264e-07	3.308891e-06	6.729752e-06
0970	2.232179e-07	3.729317e-06	7.085502e-06
