10.000000 3245.850152
20.000000 3245.850039
30.000000 3245.849325
40.000000 3245.847518
50.000000 3245.844464
60.000000 3245.840311
70.000000 3245.835441
80.000000 3245.830390
90.000000 3245.825777
100.000000 3245.822250
110.000000 3245.820454
120.000000 3245.821007
130.000000 3245.824497
140.000000 3245.831467
150.000000 3245.842422
160.000000 3245.857825
170.000000 3245.878096
180.000000 3245.903613
190.000000 3245.934712
200.000000 3245.971690
210.000000 3246.014800
220.000000 3246.064256
230.000000 3246.120234
240.000000 3246.182870
250.000000 3246.252265
260.000000 3246.328485
270.000000 3246.411565
280.000000 3246.501509
290.000000 3246.598296
300.000000 3246.701878
