00	4.822186e-07	5.087825e-06
01	2.179212e-07	5.182952e-06
02	4.463988e-07	4.570697e-06
03	3.337069e-07	4.255394e-06
04	-3.270807e-07	2.299054e-06
05	4.350299e-07	4.561821e-06
06	5.868113e-08	4.291939e-06
07	3.474193e-07	3.891575e-06
08	-4.469588e-07	3.212378e-06
09	1.612796e-07	4.854830e-06
10	1.222244e-07	5.202128e-06
11	2.355392e-07	5.158776e-06
12	-7.510462e-09	3.323777e-06
13	5.200604e-07	7.071036e-06
14	-1.654172e-07	3.377481e-06
15	1.128080e-07	4.709546e-06
16	1.817797e-07	4.740177e-06
17	1.440622e-07	6.029420e-06
18	3.138804e-07	5.133902e-06
19	8.552975e-07	6.080843e-06
20	2.012143e-07	5.423398e-06
21	4.023305e-07	4.859126e-06
22	-4.770096e-08	3.591358e-06
23	4.104405e-07	5.817477e-06
24	2.077242e-07	4.423369e-06
25	-4.097659e-07	3.521323e-06
26	-7.025115e-07	2.996601e-06
27	-5.770912e-08	2.914489e-06
28	5.999065e-07	4.595938e-06
29	-4.700379e-07	2.195324e-06
