  2	 1.9092977308e-07	 4.4877285851e-06
  3	 2.7155618373e-07	 4.9826728819e-06
  6	 2.5250582198e-07	 3.4048947773e-06
  8	 1.0785255788e-06	 6.7408035708e-06
  9	 1.7383652819e-07	 6.1416716563e-06
 10	 9.3551643410e-07	 6.4551422760e-06
 12	-2.6646449855e-07	 2.7687187552e-06
 13	 4.0784696328e-08	 3.1273653032e-06
 14	 3.7300414465e-07	 3.8636898822e-06
 15	-3.6748564601e-07	 2.5478880613e-06
 18	 6.1384553847e-08	 4.0807359087e-06
 19	-3.2104646121e-07	 2.3275459512e-06
 24	 2.0794287094e-07	 4.5594444557e-06
 25	 5.8677554032e-08	 3.7048654512e-06
 26	-1.3453654490e-07	 2.1966949171e-06
 27	-2.2614064836e-07	 2.7352461673e-06
 28	 9.0108154464e-08	 3.6724177501e-06
 30	-2.6425740651e-07	 2.6687361349e-06
