10.000000 1778.000079
20.000000 1778.000036
30.000000 1777.999590
40.000000 1777.998458
50.000000 1777.996722
60.000000 1777.994668
70.000000 1777.992670
80.000000 1777.991144
90.000000 1777.990527
100.000000 1777.991247
110.000000 1777.993721
120.000000 1777.998338
130.000000 1778.005460
140.000000 1778.015421
150.000000 1778.028522
160.000000 1778.045038
170.000000 1778.065215
180.000000 1778.089269
190.000000 1778.117393
200.000000 1778.149753
210.000000 1778.186491
220.000000 1778.227728
230.000000 1778.273561
240.000000 1778.324066
250.000000 1778.379300
260.000000 1778.439301
270.000000 1778.504092
280.000000 1778.573677
290.000000 1778.648047
300.000000 1778.727181
310.000000 1778.811045
320.000000 1778.899594
330.000000 1778.992773
340.000000 1779.090521
350.000000 1779.192768
360.000000 1779.299439
370.000000 1779.410453
380.000000 1779.525724
390.000000 1779.645164
400.000000 1779.768682
410.000000 1779.896185
420.000000 1780.027577
430.000000 1780.162762
440.000000 1780.301645
450.000000 1780.444128
460.000000 1780.590116
470.000000 1780.739513
480.000000 1780.892225
490.000000 1781.048157
500.000000 1781.207218
