00	-3.216534e-07	2.831151e-06
01	-4.095791e-07	1.961397e-06
02	1.166974e-06	6.033009e-06
03	9.309940e-09	3.330809e-06
04	1.327378e-06	7.862103e-06
05	1.180688e-07	3.495055e-06
06	9.543019e-08	3.664325e-06
07	9.982840e-07	6.577639e-06
08	-1.372242e-07	4.104223e-06
09	-3.799368e-07	2.451556e-06
10	7.978974e-07	4.929300e-06
11	-2.837055e-07	1.927614e-06
12	2.101432e-07	3.429370e-06
13	-9.144310e-08	2.303303e-06
14	-1.440061e-07	3.118055e-06
15	-3.490534e-07	3.070817e-06
16	-1.547897e-08	3.343951e-06
17	-2.711602e-07	2.390869e-06
18	5.761579e-07	4.054805e-06
19	-3.985731e-07	2.829091e-06
20	1.435431e-07	3.372638e-06
21	-8.179049e-09	2.954007e-06
22	-1.812729e-08	3.048796e-06
23	-4.438271e-08	2.224171e-06
24	-1.533271e-07	2.868330e-06
25	1.238892e-07	2.886612e-06
26	2.024419e-07	2.986075e-06
27	-8.760776e-08	3.244983e-06
28	4.088829e-08	3.837870e-06
29	3.506727e-07	3.876716e-06
