00	-5.832016e-07	3.341377e-06
01	-2.566910e-07	3.228340e-06
02	9.880981e-08	3.655624e-06
03	-1.864474e-07	2.944388e-06
04	-8.374841e-07	1.193037e-06
05	2.058070e-08	3.377013e-06
06	1.583007e-07	3.807645e-06
07	2.506483e-07	5.569148e-06
08	-5.030087e-08	3.988107e-06
09	3.226715e-07	4.592742e-06
10	9.879192e-08	4.537302e-06
11	5.026934e-07	5.318154e-06
12	6.456694e-08	3.338415e-06
13	2.061570e-08	3.818366e-06
14	-3.571151e-07	2.981588e-06
15	3.231857e-07	3.928110e-06
16	2.393430e-07	4.293607e-06
17	3.215648e-07	4.672975e-06
18	2.153470e-07	3.872801e-06
19	1.293988e-07	4.296883e-06
20	7.916001e-08	3.878557e-06
21	-1.451816e-07	2.562890e-06
22	-6.488952e-08	3.516327e-06
23	3.194853e-07	4.409252e-06
24	9.100139e-07	5.305773e-06
25	6.015372e-07	5.648410e-06
26	1.944396e-07	3.233908e-06
27	1.076162e-07	3.905152e-06
28	1.997884e-07	3.976947e-06
29	1.752142e-07	5.988561e-06
