0037	8.949259e+02	8.948939e+02	8.951589e+02	8.962569e+02
0038	8.828091e+02	8.827804e+02	8.829339e+02	8.839453e+02
0062	8.450357e+02	8.450402e+02	8.452773e+02	8.459423e+02
0071	8.766366e+02	8.766253e+02	8.767453e+02	8.772656e+02
0110	8.844137e+02	8.844360e+02	8.848825e+02	8.859548e+02
0147	9.002210e+02	9.002008e+02	9.005193e+02	9.018676e+02
0167	8.961674e+02	8.963170e+02	8.988818e+02	9.065950e+02
0226	8.778345e+02	8.778532e+02	8.781706e+02	8.790494e+02
0299	8.915352e+02	8.915073e+02	8.915849e+02	8.923680e+02
0370	8.703927e+02	8.703766e+02	8.705912e+02	8.714937e+02
0388	8.926318e+02	8.925967e+02	8.925544e+02	8.929987e+02
0390	8.909643e+02	8.909985e+02	8.918446e+02	8.941263e+02
0442	9.038702e+02	9.038220e+02	9.036898e+02	9.039535e+02
0450	8.883861e+02	8.883476e+02	8.885537e+02	8.897583e+02
0492	8.708742e+02	8.708812e+02	8.712295e+02	8.722068e+02
0497	8.810960e+02	8.810813e+02	8.812052e+02	8.819034e+02
0547	8.867623e+02	8.867622e+02	8.869755e+02	8.877012e+02
0611	8.809826e+02	8.810040e+02	8.814908e+02	8.825921e+02
0650	8.529262e+02	8.529435e+02	8.534481e+02	8.547660e+02
0717	9.070615e+02	9.070313e+02	9.079817e+02	9.116988e+02
0721	8.594345e+02	8.594365e+02	8.596692e+02	8.605103e+02
0819	8.597707e+02	8.597598e+02	8.600390e+02	8.609821e+02
0829	8.918902e+02	8.918428e+02	8.916667e+02	8.920300e+02
0851	9.112475e+02	9.112701e+02	9.118683e+02	9.134865e+02
0878	9.148871e+02	9.148953e+02	9.155347e+02	9.173851e+02
0897	8.724624e+02	8.723854e+02	8.720416e+02	8.721991e+02
0905	8.748567e+02	8.748386e+02	8.754383e+02	8.778754e+02
0909	8.768579e+02	8.768777e+02	8.774851e+02	8.790391e+02
0923	8.976842e+02	8.977119e+02	8.983494e+02	8.999759e+02
0998	8.859085e+02	8.859382e+02	8.864331e+02	8.876287e+02
