0006	1.019916e-08	3.140532e-06	6.288050e-06
0007	2.371438e-07	5.099335e-06	1.002460e-05
0009	1.611620e-07	5.718892e-06	1.090869e-05
0010	2.087881e-07	4.924840e-06	9.640324e-06
0011	9.868469e-08	4.793713e-06	9.746105e-06
0014	1.263142e-07	4.988665e-06	9.382994e-06
0015	3.350868e-08	3.812014e-06	7.635203e-06
0019	1.627052e-07	4.047091e-06	7.744040e-06
0020	8.171249e-08	3.251342e-06	6.148503e-06
0021	3.826135e-07	5.532170e-06	1.063373e-05
0029	6.115804e-07	5.943044e-06	1.067373e-05
0034	3.225753e-07	5.282766e-06	1.008564e-05
0040	3.282716e-07	4.682130e-06	8.564928e-06
0058	1.359817e-07	5.431240e-06	1.084276e-05
0082	4.116268e-08	4.148801e-06	8.541375e-06
0100	6.019732e-08	3.545557e-06	6.818217e-06
0103	1.675345e-07	4.389312e-06	8.211705e-06
0143	3.857612e-07	5.064515e-06	9.276656e-06
0164	2.241301e-07	4.484203e-06	8.351105e-06
0217	6.442154e-08	4.505272e-06	9.012509e-06
0305	1.170989e-07	3.596051e-06	6.710153e-06
0366	1.692665e-08	3.519769e-06	7.349033e-06
0430	7.510430e-07	5.937689e-06	1.056159e-05
0458	2.127728e-07	4.118854e-06	7.868593e-06
0515	4.422836e-07	5.752253e-06	1.102859e-05
0569	9.357634e-08	3.707301e-06	7.158044e-06
0589	-5.116224e-08	3.669202e-06	7.783232e-06
0694	6.068907e-07	4.981222e-06	8.854029e-06
0801	4.108274e-07	4.608399e-06	8.715006e-06
0854	-8.328898e-08	3.313245e-06	6.534581e-06
