0002	3.343137e+03	3.343113e+03	3.344168e+03	3.347847e+03
0003	3.352308e+03	3.352373e+03	3.354254e+03	3.359207e+03
0006	3.314017e+03	3.314006e+03	3.314940e+03	3.318143e+03
0007	3.316312e+03	3.316278e+03	3.316993e+03	3.319944e+03
0008	3.358266e+03	3.358299e+03	3.359537e+03	3.363302e+03
0009	3.331576e+03	3.331611e+03	3.332935e+03	3.336669e+03
0011	3.343253e+03	3.343259e+03	3.344492e+03	3.348273e+03
0016	3.367271e+03	3.367311e+03	3.368682e+03	3.372546e+03
0019	3.302940e+03	3.302953e+03	3.304177e+03	3.307943e+03
0020	3.368951e+03	3.368952e+03	3.370131e+03	3.373948e+03
0024	3.341066e+03	3.341049e+03	3.342095e+03	3.345722e+03
0029	3.305253e+03	3.305229e+03	3.306261e+03	3.309956e+03
0030	3.366078e+03	3.366098e+03	3.367633e+03	3.372381e+03
0033	3.310570e+03	3.310575e+03	3.312043e+03	3.316725e+03
0035	3.332555e+03	3.332542e+03	3.333567e+03	3.337278e+03
0037	3.346594e+03	3.346515e+03	3.347509e+03	3.351535e+03
0038	3.336529e+03	3.336560e+03	3.337881e+03	3.341640e+03
0041	3.350616e+03	3.350584e+03	3.351505e+03	3.355103e+03
0130	3.311028e+03	3.310975e+03	3.311510e+03	3.314214e+03
0237	3.400088e+03	3.400097e+03	3.401485e+03	3.406166e+03
0276	3.328769e+03	3.328719e+03	3.329325e+03	3.332148e+03
0279	3.353724e+03	3.353689e+03	3.354643e+03	3.358133e+03
0386	3.345143e+03	3.345130e+03	3.346289e+03	3.350293e+03
0452	3.357767e+03	3.357719e+03	3.358252e+03	3.360715e+03
0519	3.321247e+03	3.321242e+03	3.322314e+03	3.325865e+03
0699	3.343927e+03	3.343978e+03	3.345532e+03	3.350238e+03
0833	3.357523e+03	3.357499e+03	3.358125e+03	3.360476e+03
0895	3.321482e+03	3.321475e+03	3.322931e+03	3.327679e+03
0905	3.375704e+03	3.375719e+03	3.377285e+03	3.382063e+03
0949	3.358630e+03	3.358586e+03	3.359397e+03	3.362886e+03
0954	3.338068e+03	3.338013e+03	3.338868e+03	3.342301e+03
0970	3.361934e+03	3.361950e+03	3.363127e+03	3.366860e+03
