0038	1.218663e-08	2.366689e-06	4.620926e-06
0078	2.435641e-07	4.001861e-06	7.381142e-06
0109	4.203410e-07	4.568273e-06	7.993007e-06
0111	7.081689e-08	3.253448e-06	6.402873e-06
0113	2.303361e-08	3.018094e-06	6.001054e-06
0161	1.622193e-07	3.625803e-06	6.369466e-06
0261	6.407253e-08	3.562793e-06	6.817342e-06
0283	4.306929e-07	4.344544e-06	7.881080e-06
0296	1.478060e-07	3.812169e-06	6.829162e-06
0303	4.973675e-07	4.249457e-06	7.622389e-06
0380	7.411078e-08	3.575637e-06	6.887685e-06
0391	3.824540e-08	2.989034e-06	5.552961e-06
0457	-1.689972e-07	2.986913e-06	5.940376e-06
0548	2.677504e-07	5.214080e-06	9.681662e-06
0576	2.311745e-07	3.530773e-06	6.360036e-06
0790	3.262266e-08	3.062498e-06	5.777838e-06
0792	1.044471e-07	3.989942e-06	7.998160e-06
0796	2.788727e-07	3.815563e-06	7.057760e-06
0850	3.523771e-08	3.064823e-06	5.852684e-06
0859	-3.929195e-08	2.568586e-06	5.243286e-06
0866	4.200127e-08	3.468413e-06	6.626110e-06
0884	2.745129e-07	2.901955e-06	5.051732e-06
0914	4.125666e-07	3.986953e-06	6.921061e-06
0988	8.399333e-07	3.710995e-06	5.150493e-06
1118	4.873265e-07	5.220993e-06	9.625525e-06
1228	1.605608e-07	3.557198e-06	6.738461e-06
1329	3.878905e-08	2.811821e-06	5.115993e-06
1389	-7.896592e-08	2.018300e-06	3.629707e-06
1585	1.222472e-07	3.246428e-06	5.875232e-06
1594	3.224520e-07	4.487432e-06	8.705430e-06
