0004	3.205684e+03	3.205728e+03	3.207880e+03	3.213989e+03
0006	3.176602e+03	3.176647e+03	3.178772e+03	3.184729e+03
0161	3.174282e+03	3.174287e+03	3.175389e+03	3.178670e+03
0206	3.189327e+03	3.189279e+03	3.190220e+03	3.193941e+03
0224	3.200901e+03	3.200924e+03	3.202262e+03	3.206119e+03
0288	3.222976e+03	3.222974e+03	3.223810e+03	3.226327e+03
0518	3.248952e+03	3.248937e+03	3.249816e+03	3.252961e+03
0641	3.186271e+03	3.186294e+03	3.187570e+03	3.191468e+03
0692	3.206410e+03	3.206430e+03	3.207630e+03	3.211259e+03
0745	3.209092e+03	3.209100e+03	3.210891e+03	3.216454e+03
0822	3.204944e+03	3.204999e+03	3.206634e+03	3.211281e+03
1026	3.205241e+03	3.205214e+03	3.206083e+03	3.209163e+03
1175	3.217614e+03	3.217739e+03	3.220455e+03	3.227921e+03
1295	3.207681e+03	3.207671e+03	3.208601e+03	3.211709e+03
1324	3.207367e+03	3.207351e+03	3.208106e+03	3.210592e+03
1768	3.213296e+03	3.213342e+03	3.214809e+03	3.218950e+03
1894	3.213052e+03	3.213049e+03	3.213970e+03	3.217119e+03
1984	3.215166e+03	3.215202e+03	3.216573e+03	3.220633e+03
2040	3.216432e+03	3.216418e+03	3.217193e+03	3.219697e+03
2093	3.232803e+03	3.232887e+03	3.234952e+03	3.240611e+03
2127	3.220488e+03	3.220502e+03	3.221657e+03	3.224895e+03
2148	3.217313e+03	3.217287e+03	3.217888e+03	3.220262e+03
2273	3.186573e+03	3.186605e+03	3.188001e+03	3.191820e+03
2337	3.205343e+03	3.205388e+03	3.206873e+03	3.210834e+03
2355	3.245263e+03	3.245250e+03	3.246456e+03	3.250619e+03
2426	3.216981e+03	3.216984e+03	3.218357e+03	3.222512e+03
2451	3.217312e+03	3.217296e+03	3.218080e+03	3.220775e+03
2536	3.180904e+03	3.180843e+03	3.181264e+03	3.183665e+03
2691	3.217030e+03	3.217072e+03	3.218756e+03	3.223313e+03
2721	3.180107e+03	3.180103e+03	3.181044e+03	3.184113e+03
3005	3.209517e+03	3.209494e+03	3.210181e+03	3.213033e+03
