0038	3.192866e+03	3.192848e+03	3.193451e+03	3.195755e+03
0078	3.233397e+03	3.233421e+03	3.234675e+03	3.238464e+03
0109	3.200445e+03	3.200473e+03	3.201967e+03	3.206101e+03
0111	3.180660e+03	3.180663e+03	3.181574e+03	3.184756e+03
0113	3.225278e+03	3.225265e+03	3.226063e+03	3.229069e+03
0161	3.174282e+03	3.174287e+03	3.175389e+03	3.178670e+03
0261	3.221101e+03	3.221084e+03	3.222103e+03	3.225549e+03
0283	3.200230e+03	3.200266e+03	3.201663e+03	3.205683e+03
0296	3.191721e+03	3.191733e+03	3.192924e+03	3.196458e+03
0303	3.197513e+03	3.197559e+03	3.198942e+03	3.202846e+03
0380	3.188739e+03	3.188734e+03	3.189745e+03	3.193199e+03
0391	3.212785e+03	3.212769e+03	3.213610e+03	3.216470e+03
0457	3.204509e+03	3.204472e+03	3.205217e+03	3.208179e+03
0548	3.222048e+03	3.222052e+03	3.223678e+03	3.228617e+03
0576	3.203339e+03	3.203354e+03	3.204443e+03	3.207711e+03
0790	3.213348e+03	3.213332e+03	3.214179e+03	3.217137e+03
0792	3.227459e+03	3.227462e+03	3.228596e+03	3.232577e+03
0796	3.204951e+03	3.204973e+03	3.206163e+03	3.209762e+03
0850	3.230074e+03	3.230063e+03	3.230914e+03	3.233902e+03
0859	3.159609e+03	3.159591e+03	3.160214e+03	3.162751e+03
0866	3.199876e+03	3.199860e+03	3.200826e+03	3.204183e+03
0884	3.189134e+03	3.189159e+03	3.190071e+03	3.192689e+03
0914	3.182218e+03	3.182250e+03	3.183546e+03	3.187117e+03
0988	3.185979e+03	3.186036e+03	3.187446e+03	3.191093e+03
1118	3.179408e+03	3.179447e+03	3.181097e+03	3.185929e+03
1228	3.192745e+03	3.192755e+03	3.193795e+03	3.197190e+03
1329	3.180044e+03	3.180037e+03	3.180825e+03	3.183496e+03
1389	3.200474e+03	3.200446e+03	3.200991e+03	3.202866e+03
1585	3.204582e+03	3.204591e+03	3.205578e+03	3.208606e+03
1594	3.211712e+03	3.211743e+03	3.213116e+03	3.217442e+03
