00	3.519718e+03	3.519803e+03	3.522155e+03
01	3.521334e+03	3.521357e+03	3.523097e+03
02	3.518993e+03	3.518992e+03	3.520201e+03
03	3.592241e+03	3.592166e+03	3.592929e+03
04	3.532153e+03	3.532135e+03	3.533055e+03
06	3.540755e+03	3.540782e+03	3.542359e+03
07	3.526552e+03	3.526681e+03	3.529156e+03
08	3.512776e+03	3.512814e+03	3.514763e+03
09	3.459772e+03	3.459748e+03	3.460875e+03
10	3.501020e+03	3.501060e+03	3.502919e+03
12	3.537642e+03	3.537620e+03	3.539148e+03
13	3.548193e+03	3.548222e+03	3.550168e+03
16	3.481379e+03	3.481352e+03	3.482300e+03
23	3.522904e+03	3.522850e+03	3.523516e+03
26	3.573092e+03	3.573119e+03	3.574986e+03
41	3.513109e+03	3.513120e+03	3.514396e+03
42	3.547136e+03	3.547157e+03	3.548602e+03
43	3.534882e+03	3.534952e+03	3.537188e+03
47	3.532792e+03	3.532718e+03	3.533761e+03
50	3.518964e+03	3.518941e+03	3.519952e+03
