0013	6.704358e-07	5.896314e-06	1.126733e-05
0047	-5.502472e-07	4.053656e-06	9.000747e-06
0060	2.440884e-08	3.001060e-06	6.203488e-06
0130	5.789508e-07	5.136428e-06	9.768903e-06
0150	-2.675089e-07	3.419944e-06	7.259543e-06
0151	9.457190e-08	3.706738e-06	7.396721e-06
0204	4.472133e-07	4.733666e-06	8.802418e-06
0259	5.753988e-08	3.741206e-06	7.541288e-06
0263	-3.788776e-07	3.496324e-06	7.884493e-06
0318	7.208610e-07	5.077098e-06	8.919150e-06
0362	4.135410e-07	4.212915e-06	7.936191e-06
0411	9.499388e-07	5.713223e-06	1.024078e-05
0475	6.387490e-07	7.949216e-06	1.608128e-05
0589	1.708552e-07	5.000846e-06	1.020617e-05
0683	3.980253e-07	4.051346e-06	7.462893e-06
0849	1.675873e-06	9.176785e-06	1.690750e-05
0873	1.389021e-06	8.382222e-06	1.433359e-05
0956	3.127057e-07	4.209529e-06	8.391632e-06
0966	1.205342e-06	8.579766e-06	1.593452e-05
0979	7.807800e-08	4.177245e-06	8.753306e-06
0991	9.886352e-08	4.369991e-06	8.503892e-06
1094	5.032545e-07	6.094367e-06	1.120972e-05
1140	5.937760e-07	6.867453e-06	1.318594e-05
1326	2.317447e-07	6.088534e-06	1.196292e-05
1334	4.771505e-08	4.445050e-06	9.364304e-06
1436	4.014338e-07	6.021628e-06	1.208159e-05
1477	8.095138e-07	5.251981e-06	8.970799e-06
1496	4.684905e-07	5.411967e-06	1.002468e-05
1518	6.844537e-07	8.125524e-06	1.524312e-05
1950	6.634944e-07	5.896625e-06	1.114449e-05
2494	4.302226e-07	5.145103e-06	1.001797e-05
