02	-1.190899e-08	3.593477e-06
03	7.086488e-07	5.170542e-06
06	2.689018e-08	3.196029e-06
07	-1.476415e-07	2.731981e-06
08	3.118926e-07	3.757046e-06
09	3.737649e-07	3.987864e-06
11	1.466307e-07	3.979495e-06
16	4.225087e-07	3.954599e-06
19	2.201070e-07	3.864319e-06
20	1.133733e-07	3.726497e-06
24	3.057540e-08	3.548846e-06
29	7.471632e-09	3.553071e-06
30	3.029948e-07	4.735625e-06
33	1.799351e-07	4.535581e-06
35	5.623414e-08	3.532245e-06
37	-2.892058e-07	3.796076e-06
38	3.650903e-07	3.912529e-06
40	6.167998e-07	5.275832e-06
41	-1.021355e-07	3.385925e-06
