00	3.658049e+03	3.658056e+03	3.659563e+03
01	3.627747e+03	3.627752e+03	3.629481e+03
02	3.693308e+03	3.693277e+03	3.694678e+03
03	3.681289e+03	3.681282e+03	3.682860e+03
05	3.605407e+03	3.605371e+03	3.607124e+03
06	3.641709e+03	3.641743e+03	3.643636e+03
09	3.648226e+03	3.648267e+03	3.650016e+03
10	3.628605e+03	3.628457e+03	3.629103e+03
11	3.636841e+03	3.636911e+03	3.638677e+03
17	3.680049e+03	3.680011e+03	3.681498e+03
18	3.625388e+03	3.625387e+03	3.627377e+03
21	3.653769e+03	3.653712e+03	3.654560e+03
22	3.660029e+03	3.660154e+03	3.663150e+03
23	3.677713e+03	3.677686e+03	3.678798e+03
28	3.639208e+03	3.639262e+03	3.641172e+03
30	3.649358e+03	3.649375e+03	3.651279e+03
32	3.613746e+03	3.613723e+03	3.614806e+03
33	3.682846e+03	3.682888e+03	3.684888e+03
