10.000000 3660.195441
20.000000 3660.195493
30.000000 3660.195795
40.000000 3660.196646
50.000000 3660.198364
60.000000 3660.201368
70.000000 3660.206206
80.000000 3660.213519
90.000000 3660.223996
100.000000 3660.238342
110.000000 3660.257252
120.000000 3660.281392
130.000000 3660.311391
140.000000 3660.347837
150.000000 3660.391272
160.000000 3660.442190
170.000000 3660.501040
180.000000 3660.568226
190.000000 3660.644106
200.000000 3660.728996
210.000000 3660.823168
220.000000 3660.926856
230.000000 3661.040253
240.000000 3661.163516
250.000000 3661.296765
260.000000 3661.440089
270.000000 3661.593543
280.000000 3661.757155
290.000000 3661.930925
300.000000 3662.114829
