  0	-1.3705816141e-06	 1.0457543311e-06
  6	-9.1544190490e-08	 2.3483515773e-06
 11	 1.1395097038e-07	 2.6926688410e-06
 12	-3.2485397550e-07	 1.9028719600e-06
 13	 1.6072319542e-06	 7.2026001817e-06
 15	 6.7734402575e-08	 3.5695896324e-06
 17	-1.6172302137e-06	-1.4329318326e-07
 18	 1.5288048491e-07	 3.1727099162e-06
 19	-2.2475845496e-07	 3.3530894976e-06
 22	-1.3290561000e-06	 2.8823595862e-07
 26	 8.6622341900e-07	 6.9986830669e-06
 29	 6.7537005776e-08	 4.1601115149e-06
 31	 1.4947889878e-07	 6.5777684505e-06
 33	 7.3446013026e-08	 3.9237171438e-06
 40	 4.5022896560e-07	 3.9296737492e-06
 43	-8.0067554370e-07	 3.4565139743e-07
 46	-6.8316321686e-07	 1.2905655759e-06
 47	-5.0326828744e-07	 2.5700303379e-06
 50	-4.1663470622e-07	 2.5752870543e-06
 60	 5.4596800146e-07	 8.0165292587e-06
 66	 2.8094341296e-07	 2.7234040869e-06
 67	-5.0843257698e-08	 4.0422913011e-06
 70	 2.9211920225e-07	 3.9136632518e-06
 71	 9.4865922329e-07	 5.2160185156e-06
 81	 1.0659709630e-06	 8.9021980891e-06
 82	-2.4246090537e-07	 2.0356933279e-06
 89	 2.4239994962e-07	 8.8039963376e-06
 91	 3.1999771595e-07	 4.0762876339e-06
 98	 1.5049863198e-06	 7.6558698844e-06
  9	 3.4394936943e-07	 4.6472389491e-06
