0006	7.053159e+03	7.053070e+03	7.054855e+03	7.061644e+03
0007	7.054571e+03	7.054594e+03	7.057973e+03	7.068871e+03
0009	7.114627e+03	7.114573e+03	7.118420e+03	7.130582e+03
0010	7.180536e+03	7.180547e+03	7.183869e+03	7.194602e+03
0011	7.112813e+03	7.112793e+03	7.115836e+03	7.126431e+03
0014	7.035304e+03	7.035347e+03	7.038753e+03	7.048839e+03
0015	7.049094e+03	7.049027e+03	7.051294e+03	7.059589e+03
0019	7.097690e+03	7.097696e+03	7.100398e+03	7.109003e+03
0020	7.079640e+03	7.079624e+03	7.081734e+03	7.088612e+03
0021	7.087258e+03	7.087324e+03	7.091158e+03	7.102925e+03
0029	7.146473e+03	7.146620e+03	7.151098e+03	7.163387e+03
0034	7.105475e+03	7.105534e+03	7.109154e+03	7.120385e+03
0040	7.110226e+03	7.110282e+03	7.113562e+03	7.123262e+03
0058	7.133853e+03	7.133824e+03	7.137364e+03	7.149258e+03
0082	7.061902e+03	7.061848e+03	7.064339e+03	7.073426e+03
0100	7.030405e+03	7.030377e+03	7.032597e+03	7.040120e+03
0103	7.064055e+03	7.064052e+03	7.066993e+03	7.076161e+03
0143	7.068161e+03	7.068211e+03	7.071789e+03	7.082178e+03
0164	7.184983e+03	7.185001e+03	7.188133e+03	7.197620e+03
0217	7.093900e+03	7.093857e+03	7.096660e+03	7.106532e+03
0305	7.071480e+03	7.071478e+03	7.073865e+03	7.081402e+03
0366	7.123778e+03	7.123696e+03	7.125685e+03	7.133590e+03
0430	7.085454e+03	7.085614e+03	7.090040e+03	7.102088e+03
0458	7.061253e+03	7.061286e+03	7.064011e+03	7.072698e+03
0515	7.049971e+03	7.050048e+03	7.054057e+03	7.066208e+03
0569	7.062829e+03	7.062818e+03	7.065206e+03	7.073106e+03
0589	6.989939e+03	6.989860e+03	6.991879e+03	7.000015e+03
0694	7.044855e+03	7.045003e+03	7.048659e+03	7.058724e+03
0801	7.083773e+03	7.083874e+03	7.087125e+03	7.096825e+03
0854	7.133053e+03	7.132972e+03	7.134985e+03	7.142220e+03
