0037	-4.927872e-07	3.951163e-06	7.922768e-06
0038	-6.517415e-07	3.223490e-06	7.894249e-06
0062	1.847944e-07	2.759101e-06	4.731063e-06
0071	-1.626943e-07	1.937444e-06	3.759393e-06
0110	8.106451e-07	4.452471e-06	7.438167e-06
0147	-3.531074e-07	4.641485e-06	9.921481e-06
0167	3.698601e-06	2.509614e-05	6.314039e-05
0226	5.351506e-07	3.548634e-06	6.125620e-06
0299	-5.341173e-07	2.326093e-06	6.087106e-06
0370	-2.740312e-07	3.200333e-06	6.860089e-06
0388	-8.404146e-07	1.082771e-06	3.623761e-06
0390	1.206233e-06	8.708963e-06	1.640089e-05
0442	-1.128799e-06	1.678715e-07	2.196666e-06
0450	-7.370868e-07	4.006457e-06	9.029663e-06
0492	3.592236e-07	3.932471e-06	6.985743e-06
0497	-2.963062e-07	2.300360e-06	5.410897e-06
0547	6.889899e-08	2.685224e-06	5.263783e-06
0611	8.458174e-07	4.770876e-06	7.335561e-06
0650	7.543846e-07	5.462444e-06	9.690122e-06
0717	1.090860e-07	1.246250e-05	2.893582e-05
0721	5.069751e-08	3.070780e-06	6.185523e-06
0819	-6.932526e-08	3.715727e-06	6.893869e-06
0829	-1.311308e-06	3.144424e-07	3.528507e-06
0851	8.894388e-07	6.176714e-06	1.104465e-05
0878	4.144488e-07	6.849820e-06	1.250144e-05
0897	-2.100150e-06	-7.552943e-07	2.323568e-06
0905	6.078358e-08	8.394264e-06	1.930537e-05
0909	8.735493e-07	6.364562e-06	1.095378e-05
0923	6.412099e-07	6.519291e-06	1.158351e-05
0998	9.031309e-07	4.911452e-06	8.239699e-06
