10.000000 3504.683301
20.000000 3504.683498
30.000000 3504.684287
40.000000 3504.685764
50.000000 3504.688028
60.000000 3504.691374
70.000000 3504.696260
80.000000 3504.703244
90.000000 3504.712921
100.000000 3504.725898
110.000000 3504.742765
120.000000 3504.764086
130.000000 3504.790393
140.000000 3504.822177
150.000000 3504.859891
160.000000 3504.903947
170.000000 3504.954716
180.000000 3505.012530
190.000000 3505.077680
200.000000 3505.150419
210.000000 3505.230959
220.000000 3505.319478
230.000000 3505.416116
240.000000 3505.520977
250.000000 3505.634135
260.000000 3505.755630
270.000000 3505.885476
280.000000 3506.023656
290.000000 3506.170131
300.000000 3506.324838
