0000	3.658049e+03	3.658056e+03	3.659563e+03	3.664408e+03
0001	3.627747e+03	3.627752e+03	3.629481e+03	3.635050e+03
0002	3.693308e+03	3.693277e+03	3.694678e+03	3.699640e+03
0003	3.681289e+03	3.681282e+03	3.682860e+03	3.688246e+03
0005	3.605407e+03	3.605371e+03	3.607124e+03	3.613351e+03
0006	3.641709e+03	3.641743e+03	3.643636e+03	3.649556e+03
0009	3.648226e+03	3.648267e+03	3.650016e+03	3.655342e+03
0010	3.628605e+03	3.628457e+03	3.629103e+03	3.633060e+03
0011	3.636841e+03	3.636911e+03	3.638677e+03	3.643348e+03
0017	3.680049e+03	3.680011e+03	3.681498e+03	3.686855e+03
0018	3.625388e+03	3.625387e+03	3.627377e+03	3.634356e+03
0021	3.653769e+03	3.653712e+03	3.654560e+03	3.657820e+03
0022	3.660029e+03	3.660154e+03	3.663150e+03	3.671298e+03
0023	3.677713e+03	3.677686e+03	3.678798e+03	3.682761e+03
0028	3.639208e+03	3.639262e+03	3.641172e+03	3.646340e+03
0030	3.649358e+03	3.649375e+03	3.651279e+03	3.656971e+03
0032	3.613746e+03	3.613723e+03	3.614806e+03	3.618864e+03
0033	3.682846e+03	3.682888e+03	3.684888e+03	3.690528e+03
0073	3.664514e+03	3.664549e+03	3.666609e+03	3.672560e+03
0119	3.680303e+03	3.680266e+03	3.681631e+03	3.686517e+03
0169	3.646392e+03	3.646493e+03	3.648852e+03	3.655152e+03
0218	3.682734e+03	3.682707e+03	3.684238e+03	3.689475e+03
0470	3.621852e+03	3.621865e+03	3.623904e+03	3.630965e+03
0521	3.616487e+03	3.616483e+03	3.618149e+03	3.623500e+03
0556	3.623355e+03	3.623358e+03	3.624959e+03	3.630169e+03
0726	3.595551e+03	3.595639e+03	3.598081e+03	3.604899e+03
0751	3.648899e+03	3.648934e+03	3.651005e+03	3.657365e+03
0852	3.654103e+03	3.654228e+03	3.658000e+03	3.668268e+03
0871	3.610452e+03	3.610446e+03	3.611740e+03	3.616277e+03
1028	3.603995e+03	3.603936e+03	3.604792e+03	3.608449e+03
1066	3.658630e+03	3.658522e+03	3.659652e+03	3.664628e+03
